,LA_DEFENSE,CHAMPIGNY-SUR-MARNE,Avenue_des_Champs_Elysées,EVRY,GENNEVILLIERS,GONESSE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS_7ème,PARIS_12ème,PARIS_13ème,PARIS_18ème,Zone_rurale_Sud-Est_-_Forêt_de_Fontainebleau,Zone_rurale_Sud-Ouest_-_Forêt_de_Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard_Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route_nationale_2_-_PANTIN,Route_Nationale_6_-_MELUN,PARIS_1er_Les_Halles,Paris_stade_Lenglen,Boulevard_Soult,Place_de_l'Opéra,RN20_Montlhéry,Boulevard_Périphérique_Est,ARGENTEUIL,AUBERVILLIERS,Boulevard_Péripherique_Auteuil,Autoroute_A1_-_Saint-Denis,Place_Victor_Basch,BOBIGNY,Rue_Bonaparte,Quai_des_Célestins,Tour_Eiffel_3ème_étage,OBJECTID
,DEF,CHAMP,ELYS,EVRY,GEN,GON,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,PA01H,PA15L,SOULT,OPERA,RN20,BP_EST,ARG,AUB,AUT,A1,BASCH,BOB,BONAP,CELES,EIFF3,0
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,1
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,3
2019-04-19 09:00:00Z,31.300000,15.700000,54.700000,6.500000,11.100000,7.200000,10,16.200000,4.800000,6.800000,31,28.500000,18,16.800000,20,0.700000,7.800000,12.700000,5.900000,62,18.500000,6.300000,18.100000,64.200000,78.700000,,38.500000,42.700000,120.500000,104.600000,120.500000,3.300000,6.400000,227.700000,161.800000,,8.800000,125.100000,168.800000,29.400000,2604
2019-04-19 10:00:00Z,20.200000,,28.100000,4.700000,10.200000,7.300000,8.600000,7.100000,2.700000,5.700000,16.700000,30.200000,15,17,19.600000,0.600000,6.600000,11.800000,5.400000,36.200000,13.700000,6.800000,10.300000,48.700000,67.300000,,26.100000,30.600000,138.800000,120,125.800000,3.300000,5.900000,197.400000,142.400000,,7.900000,84.300000,128.300000,22.500000,2605
2019-04-19 11:00:00Z,12.500000,,32.500000,2.300000,6.400000,3.600000,3.500000,4.400000,1.200000,7.300000,8.700000,11.200000,7.200000,10,16.900000,0.400000,5.800000,4.800000,4.600000,31.500000,11.200000,4.500000,7.600000,60,47.400000,,14.800000,29.200000,121.500000,78.100000,86.800000,1.900000,9.500000,138.900000,97.100000,,5.400000,81.900000,94.500000,14.500000,2606
2019-04-19 12:00:00Z,9.700000,3.100000,26.700000,2,5.500000,4.300000,1,2.500000,1.300000,2,7.400000,4.900000,3.400000,3.900000,8.400000,0.100000,4.400000,4.200000,2.200000,20.900000,8.700000,2.800000,6.400000,50.900000,54.700000,,5.800000,12.200000,85.300000,78.200000,103.500000,1.500000,2.600000,111.100000,79.500000,,2.200000,40.400000,63.900000,6.500000,2607
2019-04-19 13:00:00Z,8.800000,1.500000,28.200000,0.800000,4.100000,3.500000,0,5.900000,0.600000,1.600000,4,1.900000,3,1.900000,4.400000,0,2.800000,3,1.800000,19.400000,5.200000,2.400000,4.500000,55.300000,61.900000,,2.700000,11.900000,58,93.500000,88.100000,2.800000,1.600000,133.200000,80.900000,,1.400000,37.900000,65.700000,3.700000,2608
2019-04-19 14:00:00Z,4.400000,0.900000,43.400000,1.100000,4,2.500000,0.200000,3.100000,0.600000,1.600000,2.200000,1.600000,2.100000,1.400000,5.100000,0,1.100000,2.900000,1.200000,21.700000,2.700000,2,2.700000,45.400000,49.800000,,1.500000,5.400000,85.500000,79.200000,107.600000,1.800000,1.100000,118.300000,59.900000,,1.200000,46.300000,84.700000,2.200000,2609
2019-04-19 15:00:00Z,5.500000,0.400000,16.200000,0.700000,3.500000,2,0,6,0.700000,1.900000,1.400000,1.300000,1.600000,1.300000,4.300000,0,1.100000,1.200000,1.400000,13.700000,2.600000,2.100000,1.900000,44.600000,46.100000,,1.100000,2.800000,76.200000,84.200000,93.400000,1.500000,0.900000,121.700000,54.200000,,1.200000,41.100000,82.600000,2.600000,2610
2019-04-19 16:00:00Z,6.400000,0.300000,10.700000,1.200000,2.800000,1.800000,0,9.700000,0.500000,2.700000,1.400000,0.900000,1.400000,1,2.600000,0.500000,0.300000,1.200000,1.600000,26.200000,1.900000,1.900000,1.700000,63.600000,62.800000,,1.100000,6.300000,114.500000,67.600000,113.500000,1.100000,0.800000,129.500000,77.600000,,0.900000,59.800000,51.100000,1.800000,2611
2019-04-19 17:00:00Z,6.400000,0.700000,16,0.700000,2.400000,1.600000,0,11,0.600000,1,1.400000,0.500000,1.500000,0.700000,2.100000,0,0,0.900000,1.500000,32.300000,1.300000,1.800000,1.300000,63.600000,47.900000,,0.200000,3,95.300000,67.200000,98.200000,1.100000,0.800000,99.400000,52.500000,,0.700000,51.500000,80.800000,1.200000,2612
2019-04-19 18:00:00Z,5.600000,0.300000,6.300000,0.500000,1.300000,1.500000,0,8.800000,0.600000,1.300000,0.900000,0.400000,1.400000,0.300000,1.400000,0,0.100000,0,1.500000,17.600000,1.500000,2.700000,1,84.100000,39,,0,3.300000,73.600000,80.300000,127.900000,0.900000,0.400000,94,54.800000,,0.700000,52.400000,97.100000,0.900000,2613
2019-04-19 19:00:00Z,2.600000,0.400000,6.400000,0.100000,1.100000,2.100000,0,4.800000,0.400000,0.700000,0.800000,0.300000,1.300000,0.200000,2,0,0,0.200000,2.600000,16.900000,1.900000,1.300000,0.800000,75.400000,74.500000,,0,14.100000,83.100000,145,212.300000,4.300000,0.600000,99.500000,68.300000,,1,35.300000,95.600000,0.800000,2614
2019-04-19 20:00:00Z,2.800000,3.200000,6.200000,0,3.200000,5,0.400000,5.700000,0.500000,0.700000,0.700000,9.600000,2.200000,0.100000,12.200000,0,0,1.600000,3.100000,14,1.200000,1.900000,2.600000,73.300000,43.400000,,0,41.700000,65.900000,223.300000,159,0.800000,5.600000,134.200000,130.900000,,12.900000,90.300000,105.300000,0.600000,2615
2019-04-19 21:00:00Z,2.500000,0.300000,13,0.200000,10.400000,9.100000,1.800000,2.700000,0.200000,0.800000,1.100000,50,2.200000,0.300000,14.600000,0,0,1.400000,2.500000,26.400000,1.300000,0.800000,1.400000,85.200000,50.200000,,9.500000,29,75.400000,198.700000,151.900000,0.800000,12.900000,152.600000,144.500000,,36,130.900000,79.300000,0.900000,2616
2019-04-19 22:00:00Z,0.200000,0.200000,18.900000,0.100000,18.200000,3.100000,0.900000,1.400000,0.500000,1.400000,1.200000,49.600000,1.800000,3.200000,6,0.100000,0,1.900000,1.500000,12.500000,1.800000,0.700000,2.900000,26.600000,17,,20.100000,21.100000,49.500000,139.500000,146.500000,0.400000,2.700000,261.900000,92.300000,,16.500000,87.100000,80,0.500000,2617
2019-04-19 23:00:00Z,0.900000,0.600000,10.800000,0.300000,0.900000,1,0.200000,1.500000,0.500000,0.900000,1.100000,9,1.900000,6.900000,2.600000,0,0,0.200000,1.400000,5,1.200000,1,1.600000,17.300000,17,,17.400000,5.900000,38.900000,114.400000,67.500000,0.900000,0.900000,167.500000,53,,17.600000,68.400000,70,1.200000,2618
2019-04-20 00:00:00Z,0.100000,0.100000,16.600000,0.300000,0.100000,0.700000,0,0.700000,3.900000,0.500000,0.500000,0.600000,0.800000,0.200000,1.100000,0,0,0.500000,0.900000,7.600000,0.900000,0.700000,0.100000,17.500000,4.600000,,0,1.700000,30.600000,20.100000,27.400000,0.300000,0.400000,90.100000,36,,0,36.400000,24.700000,1.600000,2619
2019-04-20 01:00:00Z,0,0,9,0.300000,0,0.900000,0,1.300000,0.300000,0.300000,0.600000,0.400000,0.500000,0.200000,1.300000,0,0,0.200000,1.100000,2.900000,0.700000,0.400000,0,9.800000,5.200000,,0,0,18.500000,11.300000,23.700000,0.500000,0.300000,96.800000,42.800000,,0.300000,32.700000,38,0.800000,2620
2019-04-20 02:00:00Z,0,0.300000,15.300000,0.300000,0.100000,0.700000,0,0.200000,0.300000,0.300000,0.600000,0.600000,0.500000,0.300000,0.800000,0.100000,0,0,1.200000,9.400000,0.700000,0.600000,0,14.200000,1.100000,,0,0,20.500000,65.300000,32.700000,0.300000,0.100000,89.100000,38.600000,,0.500000,26.800000,27,0.900000,2621
2019-04-20 03:00:00Z,0,8.100000,3.500000,0.300000,0.400000,0.600000,0,0.100000,0.100000,0.500000,0.600000,0.400000,0.600000,0.100000,0.900000,0,0,0.200000,1.400000,3.100000,0.800000,0.500000,0.500000,12.900000,3.400000,,0,2.500000,13.600000,90.900000,33.800000,0.800000,0.400000,120.600000,39.500000,,0.400000,11.200000,25.300000,0.600000,2622
2019-04-20 04:00:00Z,0,0.900000,2.900000,0.500000,0.300000,0.700000,0,0.800000,0.200000,0.400000,0.600000,0.800000,1.100000,0.400000,1.300000,0.100000,0,0.700000,1.600000,2.700000,0.900000,0.500000,0.900000,15,29.100000,,0,2.700000,12.800000,76.300000,43.500000,2.900000,0.400000,133,57.400000,,0.500000,13.400000,35.400000,0.200000,2623
2019-04-20 05:00:00Z,1.200000,1.100000,5.600000,0.200000,0.600000,1.600000,0.100000,1.200000,0.700000,0.600000,0.700000,0.600000,1,0.500000,4.700000,0.100000,0,1.200000,1.500000,5.900000,1,0.700000,0.800000,16.900000,51,,0,2.300000,20.900000,121.100000,107.600000,4.500000,0.600000,263.700000,95.500000,,1.500000,12.600000,40.400000,0.800000,2624
2019-04-20 06:00:00Z,5.300000,8.900000,3.200000,1.100000,3.800000,1.800000,0.600000,5,1.100000,1.200000,1.700000,1.200000,3.800000,2.600000,8.400000,1.200000,0,3,2.800000,9.500000,4.200000,1.700000,1.800000,12.900000,72.800000,,11.700000,8.400000,35.800000,236.700000,113.900000,25.200000,1.700000,172,147.100000,,14.500000,25.900000,57.100000,0.800000,2625
2019-04-20 07:00:00Z,6.600000,3.100000,12.500000,2.600000,10.700000,8.400000,1.400000,7.700000,1.900000,3.100000,2.300000,5,5.900000,6.600000,10.700000,0.800000,0.100000,8.300000,10,22.400000,7.800000,5.300000,3.500000,8.300000,72.800000,,4.800000,10,46.900000,64.100000,102.800000,19.700000,2.100000,169.800000,98.100000,,20.200000,34.800000,48.700000,0.700000,2626
2019-04-20 08:00:00Z,11,3,6.100000,3.400000,5.900000,3.500000,3,5.500000,2.500000,3.300000,3.800000,12.100000,6.600000,6.100000,12.500000,0.700000,0.600000,5.400000,8,11.700000,5.600000,9.400000,6.800000,12.100000,41,,6.400000,15,79.200000,101.400000,80.300000,12.500000,3.500000,128.200000,75.200000,,7.600000,38.200000,71.800000,1.900000,2627
2019-04-20 09:00:00Z,7.800000,3.200000,3.900000,2.400000,5.100000,,2.600000,5.100000,1,3.200000,4.200000,10.800000,8.200000,6.200000,8.300000,0.400000,0.700000,4.100000,4.200000,11.400000,4.200000,8.300000,7.800000,18.300000,18.900000,,8.200000,16,87.500000,66.400000,77.100000,2.300000,3.700000,110.500000,66.300000,,9.100000,42.200000,58.100000,4.900000,2628
2019-04-20 10:00:00Z,7.300000,2.100000,6.900000,1.100000,4.400000,3.600000,1.200000,8.400000,1.100000,4.100000,4,8.100000,8.300000,6.900000,7.500000,0.300000,1.400000,3.300000,3.200000,8.300000,3.200000,3.800000,5.800000,19,28.700000,,6,19.100000,65.900000,82.200000,65.800000,2.200000,3.200000,129,50.600000,,5.700000,55.900000,41.700000,4.600000,2629
2019-04-20 11:00:00Z,6,1.200000,7.100000,0.900000,3.900000,2.200000,0.100000,5.700000,0.600000,2.600000,3.100000,6.400000,5.100000,4.900000,8.300000,0,1.100000,3.200000,3.200000,17.400000,3.100000,3.500000,4.300000,22.200000,39.800000,,5,10.500000,72.300000,77,63.200000,2,3,124.100000,48,,3.800000,58.800000,28.500000,4.300000,2630
2019-04-20 12:00:00Z,4.800000,0.400000,1.600000,0.400000,2.800000,1.800000,0,5,0.300000,1.400000,2.600000,1.300000,2.600000,1.700000,4.300000,0,0.700000,2.200000,2.200000,11.100000,2.700000,1.800000,1.400000,26.700000,36,,1.600000,4.700000,53,52,52.200000,0.900000,1.600000,122.400000,51,,2.300000,65.200000,47.700000,2.100000,2631
2019-04-20 13:00:00Z,3.700000,0.500000,0.500000,0,1.600000,1.600000,0,3.500000,0.300000,1.700000,1.700000,1.200000,1.400000,0.800000,3.100000,0,0.100000,1.200000,1.600000,16.500000,1.300000,1.400000,1.200000,26.300000,20.400000,,0.100000,2.400000,54.400000,60.800000,60.300000,0.800000,1.300000,130.200000,45.900000,,1,21.400000,33.500000,1.300000,2632
2019-04-20 14:00:00Z,3.500000,0,1.900000,0.500000,1.700000,1.400000,0,3.400000,0.500000,2,1.100000,0.800000,1.200000,0.600000,2.800000,0,0,1.500000,1.500000,14.900000,1.100000,1.700000,1.400000,21.700000,44.200000,,0,1.300000,59,61.300000,52.500000,0.700000,1.100000,105.700000,56.200000,,1.100000,32.800000,33.300000,2,2633
2019-04-20 15:00:00Z,4.600000,0.300000,2,0.500000,1.100000,1.600000,0,3.500000,0.400000,0.700000,1.300000,0.600000,1.300000,0.600000,2.900000,0,0,1.100000,1.700000,35.300000,1.500000,1.400000,1.300000,28.800000,33.900000,,0.200000,2.200000,53.600000,78.100000,57.500000,1,1.100000,123.200000,56.400000,,0.800000,42.200000,41.700000,0.800000,2634
2019-04-20 16:00:00Z,4.300000,0.100000,1.800000,0.600000,1.500000,1.200000,0,2.900000,0.300000,0.600000,1.100000,0.500000,1.500000,0.800000,1.900000,0,0,0.900000,1.800000,22.900000,1.200000,1.200000,1,27.800000,29,,0,3.300000,61.700000,,51,0.500000,1,116.200000,38.600000,,0.600000,46.600000,25.700000,1.500000,2635
2019-04-20 17:00:00Z,2.900000,0.100000,0.100000,0.300000,1.400000,1.700000,0,2.500000,0.400000,0.600000,1.200000,0.500000,2,0.400000,2.200000,0,0,1,1.300000,18.400000,0.800000,1.300000,1,28,33.200000,,0,2,52.700000,,59.600000,0.600000,1,119.900000,40.700000,,0.700000,64.500000,34.900000,0.700000,2636
2019-04-20 18:00:00Z,2.700000,0,0.200000,0.400000,1.300000,1.300000,0,3.800000,0.400000,0.600000,1.100000,0.300000,0.900000,0.400000,1.800000,0,0,0,2.200000,24.500000,1,1.300000,0.700000,49.200000,50.600000,,0,0.400000,70.100000,54.800000,60.200000,0.700000,0.900000,106.800000,41.200000,,0.300000,73.600000,38.300000,0.600000,2637
2019-04-20 19:00:00Z,1.600000,0,1.100000,0.200000,1.200000,1.900000,0,5.400000,0.400000,0.700000,0.700000,0.200000,1.100000,0.400000,1.300000,0,0,0.200000,1.600000,14.200000,0.900000,1,0.800000,58,53.300000,,0,2.600000,48.800000,46.900000,101,1.600000,1,121.900000,47.700000,,0.400000,46.600000,98.100000,1.300000,2638
2019-04-20 20:00:00Z,2.200000,0,0.900000,0.400000,1.300000,2.100000,0,5.900000,0.400000,1.100000,0.700000,1.100000,0.700000,0.100000,1.800000,0,0,0.900000,2.400000,6.200000,0.800000,0.900000,0.900000,63.600000,33.700000,,0,9.700000,43.400000,57.500000,118.700000,0.600000,1.100000,94.700000,90.100000,,1.500000,45.200000,81.200000,0.600000,2639
2019-04-20 21:00:00Z,2.800000,0.400000,2.900000,0.200000,0.200000,0.800000,0.100000,2,0.300000,0.500000,0.400000,4.400000,1.400000,0.200000,3,0,0,0,1.300000,9.500000,0.600000,1.200000,0.500000,26.800000,67.600000,,0,16.500000,47.500000,57.700000,86,0.500000,0.800000,121.900000,53.700000,,0.700000,29.300000,44,1,2640
2019-04-20 22:00:00Z,0.500000,0.200000,7.900000,0.400000,0.100000,1.100000,0,1.700000,0.400000,0.700000,0.400000,1.100000,1.300000,0.200000,2.200000,0,0,0.100000,1.700000,3.500000,0.600000,0.900000,0.800000,32.900000,32,,0,9.500000,30.700000,25.100000,83.300000,0.400000,0.500000,126.600000,68.600000,,0.600000,15.700000,43.400000,0.900000,2641
2019-04-20 23:00:00Z,0.700000,0,1.200000,0.200000,0.100000,0.700000,0.100000,0.600000,0.300000,0.500000,0.500000,0.400000,1.300000,0.300000,0.900000,0.100000,0,0.100000,1.200000,3.400000,0.900000,0.600000,0.800000,18.300000,26.700000,,0,5.400000,31.700000,19.800000,67.100000,0.100000,0.500000,172.400000,57.200000,,0.600000,39.700000,43,0.200000,2642
2019-04-21 00:00:00Z,0.300000,0.200000,8.600000,0,0.100000,0.800000,0.200000,0.900000,0.500000,1.500000,0.500000,0.700000,0.600000,0.500000,0.900000,0,0,0.400000,1.700000,2.300000,0.800000,0.600000,0.300000,9.400000,11,,0,9.100000,24.500000,16.100000,62.100000,0.600000,0.600000,214,54.700000,,0.900000,34.700000,36.300000,0.700000,2643
2019-04-21 01:00:00Z,0.100000,0.200000,7.500000,0.100000,0.100000,1,0,1.200000,0.300000,0.600000,0.500000,0.600000,1.100000,0.500000,1.100000,0,0,0.700000,1.400000,1.200000,0.800000,0.700000,1.100000,10,7.100000,,0,2.900000,18.400000,10.200000,21.800000,0.700000,0.700000,144.500000,46.400000,,0.200000,9.400000,25.900000,0.800000,2644
2019-04-21 02:00:00Z,0.100000,0.300000,11,0.200000,0.100000,0.700000,0,0.300000,0.300000,0.900000,0.500000,0.500000,0.700000,0.400000,2.300000,0,0,0.800000,1.300000,0.100000,0.600000,0.600000,0.700000,6.400000,7,,0,1.900000,12.500000,6.600000,2.800000,0.600000,0.600000,129.800000,33,,0.500000,13,19,0.400000,2645
2019-04-21 03:00:00Z,0,0,9.400000,0.400000,0.500000,0.900000,0,0.700000,0.500000,0.600000,0.700000,0.500000,1.100000,0.400000,1.600000,0.100000,0,1.100000,1.300000,1.900000,0.800000,0.600000,0.700000,7.200000,4.100000,,0,0.700000,10.600000,9.900000,6.600000,1.700000,0.500000,132.500000,44.200000,,0.700000,8.700000,15.800000,0.900000,2646
2019-04-21 04:00:00Z,0,0.500000,8.600000,0.400000,0.600000,0.800000,0,1.200000,0.300000,1.100000,0.600000,0.600000,0.900000,0.200000,2.100000,0.100000,0,1.200000,1.300000,0.300000,0.800000,0.800000,1.100000,7.400000,8.300000,,0,0.300000,10.500000,38.300000,22.400000,3.800000,0.700000,151.700000,33.900000,,0.200000,6.700000,14.300000,0.600000,2647
2019-04-21 05:00:00Z,0.100000,0.100000,2.400000,0.800000,0.600000,1.100000,0,0.900000,0.400000,1.300000,0.800000,0.800000,0.800000,0.300000,4.800000,0.100000,0,1.400000,1.500000,0.300000,1,0.900000,1.900000,10.400000,10.100000,,0,1.400000,14.900000,56.400000,12,11.700000,1,102.100000,39.100000,,0.700000,0.500000,25,0.300000,2648
2019-04-21 06:00:00Z,1.400000,1.200000,5.600000,1.500000,4.200000,1.700000,0,2.400000,1,1.100000,1.300000,1.200000,1.900000,0.900000,9.300000,0.400000,0,3,4.100000,1.400000,1.600000,10.500000,2.600000,5.700000,19,,1.300000,3.800000,14.400000,19.500000,19.800000,15.800000,1.700000,142.400000,70.100000,,1.300000,5.200000,18.100000,0.800000,2649
2019-04-21 07:00:00Z,3,2.800000,5.200000,1.800000,8.200000,3.400000,0.600000,6.900000,2.100000,1.900000,2.200000,2,3.200000,2.400000,4,0.500000,0.500000,4.600000,3.500000,3,1.800000,7.800000,3.800000,7.500000,31.400000,,4.300000,3.500000,25,35.300000,43.900000,5.300000,2.200000,104.500000,74.700000,,5.500000,10.700000,25,0.900000,2650
2019-04-21 08:00:00Z,6.400000,2.700000,5.100000,1.400000,3.100000,3.100000,1.200000,5.600000,1.400000,2.700000,3.200000,5.800000,6.300000,5.400000,6.300000,0.400000,0.700000,2.600000,2.600000,6.400000,2.200000,3.400000,4.100000,15.300000,20.200000,,3.200000,5.700000,34.500000,49,58.700000,3.800000,3,131.500000,58.300000,,6.700000,31.600000,35.700000,2.200000,2651
2019-04-21 09:00:00Z,4.400000,1.200000,10.400000,0.500000,3.200000,3.100000,1.200000,4.100000,1.200000,2.400000,4.300000,3,2.700000,3.300000,6.500000,0.400000,0.900000,4,2.400000,10.500000,3,2.500000,2.900000,21.200000,36.500000,,4.200000,1.700000,46.900000,42.600000,51.100000,1.600000,2.300000,118.400000,66.600000,,2,54.200000,47.600000,3.400000,2652
2019-04-21 10:00:00Z,5.300000,2.500000,11.600000,0.600000,4.700000,8,1.900000,3.400000,1.200000,2.800000,3,1.900000,2.200000,1.900000,2.900000,0.200000,1.600000,2.500000,2.200000,12.900000,4.100000,1.600000,2.200000,43.100000,51.800000,,2.400000,1.900000,42.400000,49.500000,60.600000,1.800000,1.600000,118.400000,59.300000,,1.800000,79.700000,57.100000,3.500000,2653
2019-04-21 11:00:00Z,4.200000,2,15.900000,0.800000,4.100000,4.100000,0.600000,2.800000,1.100000,1.900000,2.800000,2,3.100000,1.900000,4.500000,0,1.100000,2.600000,2.200000,14.900000,2.800000,1.800000,2.800000,26.400000,35.700000,,1.200000,1,41.400000,61.700000,60.200000,2.200000,1.700000,75.800000,62.300000,,2,38.400000,43.200000,3.300000,2654
2019-04-21 12:00:00Z,2.500000,0.400000,9.300000,0.800000,2.900000,2.900000,0,1.600000,0.500000,2,2,0.900000,1.500000,1.500000,2.400000,0,0.200000,1.200000,1.500000,8.100000,2.100000,1.300000,1.800000,37.600000,24.400000,,0.500000,2.300000,40.700000,30.200000,59.700000,1.500000,1.500000,107.500000,53.400000,,1.300000,43.100000,50.800000,2.100000,2655
2019-04-21 13:00:00Z,2.100000,0,5.200000,0.400000,1.800000,1.600000,0,1.800000,0.400000,0.600000,1.200000,0.600000,0.900000,0.600000,2.700000,0,0,1.400000,1.800000,10.300000,1.400000,1,0.800000,38.700000,14.200000,,0,1.100000,32.400000,41.100000,55.900000,0.900000,1,107.200000,48.900000,,1.100000,23.300000,32.200000,1.900000,2656
2019-04-21 14:00:00Z,2.500000,0.100000,5.800000,0.500000,1.200000,0.900000,0,1.200000,0.200000,0.400000,0.700000,1.400000,0.800000,0.500000,2.800000,0,0,1,1.400000,6.500000,0.900000,1.100000,0.600000,18.900000,24.700000,,0,3.100000,36.400000,43.800000,55.700000,0.700000,0.900000,105.200000,42.200000,,1.300000,18.800000,45.200000,1.400000,2657
2019-04-21 15:00:00Z,2.100000,0,9.600000,0.100000,1.300000,1.100000,0,2,0.300000,0.800000,0.800000,0.800000,1.400000,0.500000,2.600000,0,0.100000,0.800000,1.900000,6.700000,0.700000,0.800000,0.400000,25.100000,21.200000,,0,2,39.600000,37.100000,52,0.200000,0.800000,105.600000,56.300000,,0.700000,56.100000,51.400000,1.100000,2658
2019-04-21 16:00:00Z,2.700000,0,7,0.200000,0.800000,1.500000,0,2.700000,0.700000,0.700000,0.600000,1.100000,1.100000,0.400000,1.500000,0,0,0.400000,1.400000,15.300000,1,1.300000,0.800000,30.800000,32.300000,,0,4.800000,45.100000,55.900000,63,0.600000,0.800000,91.900000,45,,0.300000,30.300000,50.100000,1.100000,2659
2019-04-21 17:00:00Z,1.400000,0,4.300000,0.400000,1,1.500000,0,2.900000,0.500000,0.800000,0.900000,0.300000,1,0.300000,1,0,0,0.500000,1.600000,13.500000,0.700000,1.200000,0.300000,27.600000,38.600000,,0,0.800000,43,50.900000,66.500000,0.500000,0.700000,77.500000,46.800000,,0.500000,21,53.800000,0.600000,2660
2019-04-21 18:00:00Z,2,0,5,0.400000,0.900000,1.300000,0,2.600000,0.400000,0.400000,0.700000,0.100000,0.900000,0.200000,1,0,0,0.900000,1.800000,13.200000,0.700000,1.100000,0.300000,34.100000,39.400000,,0,0.500000,60.500000,69.600000,92,0.400000,0.800000,89.200000,86.800000,,0.400000,42.800000,66.900000,1.200000,2661
2019-04-21 19:00:00Z,1.400000,0.100000,2,0.200000,1,1.900000,0,5.100000,0.500000,0.900000,0.600000,0.200000,1.600000,0.400000,1.200000,0,0,1.200000,1.600000,6,0.500000,0.500000,0.300000,24,45.800000,,0,53.800000,43.200000,65.800000,168.100000,0.800000,0.900000,62.200000,139.500000,,0.700000,26.900000,87.600000,0.800000,2662
2019-04-21 20:00:00Z,0.300000,0.500000,1,0.100000,5.100000,3.600000,0.100000,0.700000,0.200000,0.300000,0.600000,0.400000,0.700000,0.100000,4.800000,0,0,3.900000,1.900000,14,0.400000,0.500000,4.600000,31.400000,51.500000,,0,146.600000,43.400000,158.800000,193.900000,1.100000,6.300000,146.200000,181.600000,,5.200000,63.400000,126,0.200000,2663
2019-04-21 21:00:00Z,0.900000,4.500000,11.200000,0.300000,10.500000,2.400000,21.500000,12.600000,0.400000,1.200000,1.500000,5,1,0.700000,17.700000,0,0,9.500000,3.300000,20.100000,0.700000,0.700000,18.900000,28.400000,43.700000,,0,154.600000,52.700000,180.700000,224.800000,1.200000,12.200000,387.800000,155.900000,,17.200000,98.700000,153.100000,0.800000,2664
2019-04-21 22:00:00Z,3.500000,3.400000,60.200000,0.200000,14,3.100000,55.400000,4.900000,0.800000,1.300000,9.800000,103.800000,8.600000,1,27.500000,0,0,14.900000,13.500000,35.900000,1,0.500000,31,47,34.900000,,0,190.200000,47.300000,145.700000,230.100000,0.600000,14.600000,423.500000,133.400000,,23.200000,104.600000,315.700000,0.200000,2665
2019-04-21 23:00:00Z,29.800000,6.600000,142.500000,0.700000,38.300000,2.900000,40.100000,1.700000,0.400000,1.800000,35,101.200000,5.500000,0.700000,16.400000,0,0,13.600000,36.400000,55.400000,1.200000,1.200000,34.500000,28.500000,23.300000,,0,130.100000,65.700000,104.600000,112.100000,8.300000,20.200000,344.300000,161.700000,,37.400000,124.700000,143.200000,0.300000,2666
2019-04-22 00:00:00Z,65.400000,4.500000,207,2,13.100000,1.400000,17.300000,0.600000,0.300000,1.400000,47.300000,65.700000,16.900000,25,26.700000,0,0,28.200000,20.900000,31.500000,2.500000,2,46.600000,66.300000,13.200000,,0,129.400000,40.900000,78.900000,103.400000,12.600000,72.300000,307.900000,97.800000,,31.200000,90.800000,122.200000,0.300000,2667
2019-04-22 01:00:00Z,36.300000,1,154.800000,3.200000,27.600000,1.600000,0.300000,1.500000,0.500000,1.200000,70.900000,54,7.900000,2.800000,6.800000,0,0,26.100000,3.900000,41.600000,2.900000,1.300000,24,74.500000,17.400000,,0.100000,52.100000,49.900000,38,65.100000,4.400000,47.700000,222.800000,83.900000,,47.500000,44.700000,87.600000,0.900000,2668
